Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://hardwareluxx.de,https://www.hardwareluxx.de/hwl.feed,Hardwareluxx,Technology,Enabled,,,article,,hardwareluxx.de,Technology,91,
https://dailymail.co.uk,https://www.dailymail.co.uk/news/worldnews/index.rss,The Daily Mail,World News,Enabled,,,article,,dailymail.co.uk,World News,92,
https://screenrant.com,https://www.screenrant.com/feed/,Screen Rant,Entertainment,Enabled,,,article,,screenrant.com,Entertainment,93,
https://pcgamer.com,https://www.pcgamer.com/rss,PC Gamer,Gaming,Enabled,,,article,,pcgamer.com,Gaming,94,
https://derstandard.de,https://www.derstandard.de/rss,derStandard,Top News,Enabled,,,article,,derstandard.de,Top News,95,
https://macwelt.de,https://www.macwelt.de/feed,Macwelt,Technology,Enabled,,,article,,macwelt.de,Technology,96,
https://makeuseof.com,https://www.makeuseof.com/feed/,MakeUseOf,Technology,Enabled,,,article,,makeuseof.com,Technology,97,
https://computerwoche.de,https://www.computerwoche.de/feed/news,Computerwoche,Technology,Enabled,,,article,,computerwoche.de,Technology,98,
https://forbes.com,https://www.forbes.com/real-time/feed/,Forbes,Business,Enabled,,,article,,forbes.com,Business,99,
https://techradar.com,https://www.techradar.com/rss,TechRadar,Technology,Enabled,,,article,,techradar.com,Technology,100,
